sample,min,q25,median,q75,max,mean,sd,mean_correlation,corr_z,outlier
GSM329480,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560796,0.19803253,0.8498524596190793,1.171067277807355,False
GSM329481,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560695,0.19803259,0.8381223389717072,0.6579044865791267,False
GSM329482,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560755,0.19803181,0.8362617466276534,0.5765083279789669,False
GSM329483,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560752,0.19803211,0.7806083313622277,-1.8581863164778774,False
GSM329484,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560778,0.19803241,0.8186300858376375,-0.19483175768510136,False
GSM329485,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560698,0.19803232,0.8389623021053655,0.6946507263796073,False
GSM329486,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.2856087,0.19803281,0.8389501185660437,0.6941177276805027,False
GSM329487,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.2856085,0.19803268,0.8369203402895996,0.6053201170482676,False
GSM329488,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560758,0.19803214,0.8308063135656377,0.337847077884331,False
GSM329489,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.2856072,0.198032,0.8305996596170706,0.3288064959284418,False
GSM329490,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560773,0.1980327,0.8175757284573283,-0.24095719769519894,False
GSM329491,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560725,0.1980325,0.82491157117682,0.0799671678004795,False
GSM329716,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560764,0.19803175,0.8282194931779174,0.2246802989163737,False
GSM329717,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560734,0.19803247,0.8124185686355692,-0.4665697560397605,False
GSM329718,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560743,0.19803251,0.8256180512538164,0.1108738651105201,False
GSM329719,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560805,0.19803254,0.8440556991818038,0.9174738276206275,False
GSM329720,0.0,0.12383829802274704,0.24956540763378143,0.415181040763855,0.9998090863227844,0.28560707,0.19803217,0.7952472393724795,-1.2177715142007135,False
