sample,hclust_cluster,kmeans_cluster,cluster_consensus
GSM331107,1,2,0.9925012588500977
GSM331108,1,2,0.9947055578231812
GSM331109,1,2,0.9938163757324219
GSM331110,1,2,0.9910390973091125
GSM331111,1,2,0.9919002652168274
GSM331112,1,2,0.992236316204071
GSM331113,1,2,0.9941474199295044
GSM331114,1,2,0.9944535493850708
GSM331115,1,2,0.994879424571991
GSM331116,1,2,0.9924647808074951
GSM331117,1,2,0.933640718460083
GSM331118,1,2,0.9940370321273804
GSM331119,1,2,0.9927960634231567
GSM331120,1,2,0.9929636120796204
GSM331121,1,2,0.9927834272384644
GSM331122,1,2,0.9929879307746887
GSM331123,1,2,0.9947050213813782
GSM331124,1,2,0.9913626313209534
GSM331125,1,2,0.9917247891426086
GSM331126,1,2,0.9925783276557922
GSM331127,1,2,0.992653489112854
GSM331128,1,2,0.9930267930030823
GSM331129,1,2,0.9925950169563293
GSM331130,1,2,0.994369387626648
GSM331131,1,2,0.9928152561187744
GSM331132,1,2,0.9917832016944885
GSM331133,1,2,0.9940520524978638
GSM331134,1,2,0.9931005835533142
GSM331135,1,2,0.9955846667289734
GSM331136,1,2,0.9921826124191284
GSM331137,1,2,0.9927699565887451
GSM331138,1,2,0.9937232732772827
GSM331139,1,2,0.8443307876586914
GSM331140,1,2,0.994770884513855
GSM331141,1,2,0.9906368851661682
GSM331142,1,2,0.9938681125640869
GSM331143,1,2,0.9937739372253418
GSM331144,1,2,0.9928152561187744
GSM331145,1,2,0.8256906867027283
GSM331146,1,2,0.9918991327285767
GSM331147,1,2,0.9921085238456726
GSM331148,1,2,0.9928714036941528
GSM331149,1,2,0.9924770593643188
GSM331150,1,2,0.9939160346984863
GSM331151,1,2,0.9928708672523499
GSM331152,1,2,0.9925735592842102
GSM331153,1,2,0.9945085644721985
GSM331154,1,2,0.9923637509346008
GSM331155,1,2,0.993569552898407
GSM331156,1,2,0.9921703934669495
GSM331157,1,2,0.993824303150177
GSM331158,1,2,0.9941059350967407
GSM331159,1,2,0.8047047853469849
GSM331160,1,2,0.8887425661087036
GSM331161,1,2,0.9951115846633911
GSM331162,1,2,0.992641270160675
GSM331163,1,2,0.9946888089179993
GSM331164,1,2,0.9940860867500305
GSM331165,1,2,0.9943309426307678
GSM331166,1,2,0.9940917491912842
GSM331167,1,2,0.9920388460159302
GSM331168,1,2,0.9920428395271301
GSM331169,1,2,0.9942284226417542
GSM331170,1,2,0.9935761094093323
GSM331171,1,2,0.9931491017341614
GSM331172,1,2,0.9930222034454346
GSM331173,1,2,0.992435097694397
GSM331174,1,2,0.9938065409660339
GSM331175,1,2,0.9944044351577759
GSM331176,1,2,0.9938937425613403
GSM331177,1,2,0.9930534958839417
GSM331178,1,2,0.9953811168670654
GSM331179,1,2,0.991837203502655
GSM331180,1,2,0.9921246767044067
GSM331181,1,2,0.992176353931427
GSM331182,1,2,0.9936773777008057
GSM331183,1,2,0.9911902546882629
GSM331184,1,2,0.9932255148887634
GSM331185,1,2,0.9946260452270508
GSM331186,1,2,0.9938893914222717
GSM331187,1,2,0.9931970834732056
GSM331188,1,2,0.9909073710441589
GSM331189,1,2,0.9943543076515198
GSM331190,1,2,0.9928795695304871
GSM331191,1,2,0.9933039546012878
GSM331192,1,2,0.9920382499694824
GSM331193,1,2,0.99265456199646
GSM331194,1,2,0.9925298094749451
GSM331195,1,2,0.9951658248901367
GSM331196,1,2,0.9938209056854248
GSM331197,1,2,0.9927285313606262
GSM331198,1,2,0.992793083190918
GSM331199,1,2,0.9924402236938477
GSM331200,1,2,0.9916892051696777
GSM331201,1,2,0.9934589266777039
GSM331202,1,2,0.9959778189659119
GSM331203,1,2,0.9942815899848938
GSM331204,1,2,0.9926838278770447
GSM331205,1,2,0.991217315196991
GSM331206,1,2,0.9931017756462097
GSM331207,1,2,0.9956179857254028
GSM331208,1,2,0.9948990345001221
GSM331209,1,2,0.993502140045166
GSM331210,1,2,0.9944831728935242
GSM331211,1,2,0.9919244647026062
GSM331212,1,2,0.9947547912597656
GSM331213,1,2,0.993874192237854
GSM331214,1,2,0.994368314743042
GSM331215,1,2,0.9943494200706482
GSM331216,1,2,0.994256317615509
GSM331217,1,2,0.9918206930160522
GSM331218,1,2,0.9939466714859009
GSM331219,1,2,0.9919146299362183
GSM331220,1,2,0.9944258332252502
GSM331221,1,2,0.9936465620994568
GSM331222,1,2,0.9941556453704834
GSM331223,1,2,0.9939255714416504
GSM331224,1,2,0.9938525557518005
GSM331225,1,2,0.9930399656295776
GSM331226,1,2,0.9930279850959778
GSM331227,1,2,0.9945734739303589
GSM331228,1,2,0.9918842315673828
GSM331229,1,2,0.9925206899642944
GSM331230,1,2,0.9959179162979126
GSM331231,1,2,0.993351936340332
GSM331232,1,2,0.9925997853279114
GSM331233,1,2,0.9930587410926819
GSM331234,1,2,0.9941163063049316
GSM331235,1,2,0.9930279850959778
GSM331236,1,2,0.9978222846984863
GSM331237,1,2,0.9942840337753296
GSM331238,1,2,0.99266517162323
GSM331239,1,2,0.9932155609130859
GSM331240,1,2,0.9929614663124084
GSM331241,1,2,0.9945085644721985
GSM331242,1,2,0.9950878024101257
GSM331243,1,2,0.9925997853279114
GSM331244,1,2,0.9914249181747437
GSM331245,1,2,0.9956471920013428
GSM331246,1,2,0.992682933807373
GSM331247,1,2,0.9942089915275574
GSM331248,1,2,0.9935044646263123
GSM331249,1,2,0.9922147989273071
GSM331250,1,2,0.993881106376648
GSM331251,1,2,0.9946888089179993
GSM331252,1,2,0.9937505125999451
GSM331253,1,2,0.9922677278518677
GSM331254,1,2,0.9926230311393738
GSM331255,1,2,0.9919707775115967
GSM331256,1,2,0.9932408928871155
GSM331257,1,2,0.9930928349494934
GSM331258,1,2,0.994121789932251
GSM331259,1,2,0.9928176999092102
GSM331260,1,2,0.9928481578826904
GSM331261,1,2,0.9921249747276306
GSM331262,1,2,0.9921576380729675
GSM331263,1,2,0.9927111268043518
GSM331264,1,2,0.993833065032959
GSM331265,1,2,0.992099404335022
GSM331266,1,2,0.9938883185386658
GSM331267,1,2,0.9937471151351929
GSM331268,1,2,0.9956780672073364
GSM331269,1,2,0.9901920557022095
GSM331270,1,2,0.9924846291542053
GSM331271,1,2,0.9922135472297668
GSM331272,1,2,0.9920800924301147
GSM331273,1,2,0.9926299452781677
GSM331274,1,2,0.9925112724304199
GSM331275,1,2,0.9911869168281555
GSM331276,1,2,0.9917216897010803
GSM331277,1,2,0.9931442141532898
GSM331278,1,2,0.9931495189666748
GSM331279,1,2,0.9928786754608154
GSM331280,5,4,0.9321197271347046
GSM331281,1,2,0.9894068241119385
GSM331282,1,2,0.9938606023788452
GSM331283,1,2,0.9924448132514954
GSM331284,1,2,0.994001030921936
GSM331285,1,2,0.99406498670578
GSM331286,1,2,0.990617573261261
GSM331287,1,2,0.9911640286445618
GSM331288,1,2,0.9927699565887451
GSM331289,1,2,0.9916008114814758
GSM331290,1,2,0.9954869747161865
GSM331291,1,2,0.9923045635223389
GSM331292,1,2,0.9947969317436218
GSM331293,1,2,0.9943517446517944
GSM331294,1,2,0.9932466149330139
GSM331295,1,2,0.9961113929748535
GSM331296,1,2,0.9915118217468262
GSM331297,1,2,0.9953762888908386
GSM331298,1,2,0.9944776296615601
GSM331299,1,2,0.9946328401565552
GSM331300,1,2,0.9929914474487305
GSM331301,1,2,0.9896463751792908
GSM331302,1,2,0.9929957985877991
GSM331303,1,2,0.9936192035675049
GSM331304,1,2,0.9939848184585571
GSM331305,1,2,0.9961866140365601
GSM331306,1,2,0.9939632415771484
GSM331307,1,2,0.9914581179618835
GSM331308,1,2,0.993351936340332
GSM331309,1,2,0.9926241040229797
GSM331310,1,2,0.9960864782333374
GSM331311,1,2,0.9935293197631836
GSM331312,1,2,0.994315505027771
GSM331313,1,2,0.9934841990470886
GSM331314,1,2,0.992371678352356
GSM331315,1,2,0.9928168654441833
GSM331316,1,2,0.9955769181251526
GSM331317,1,2,0.9916403293609619
GSM331318,1,2,0.9923170208930969
GSM331319,1,2,0.9941600561141968
GSM331320,1,2,0.9916998744010925
GSM331321,1,2,0.9913456439971924
GSM331322,5,4,0.899059534072876
GSM331323,1,2,0.9923961162567139
GSM331324,1,2,0.9923344254493713
GSM331325,1,2,0.9941152334213257
GSM331326,1,2,0.9944608807563782
GSM331327,1,2,0.9941115379333496
GSM331328,1,2,0.993272066116333
GSM331329,1,2,0.9927196502685547
GSM331330,1,2,0.9937734007835388
GSM331331,1,2,0.9937791228294373
GSM331332,1,2,0.992436945438385
GSM331333,1,2,0.9924440979957581
GSM331334,1,2,0.9942554831504822
GSM331335,1,2,0.9923394918441772
GSM331336,1,2,0.9926736354827881
GSM331337,1,2,0.9961832761764526
GSM331338,1,2,0.9929986000061035
GSM331339,1,2,0.9940881133079529
GSM331340,1,2,0.9926907420158386
GSM331341,1,2,0.9929530620574951
GSM331342,1,2,0.9935743808746338
GSM331343,1,2,0.993351936340332
GSM331344,1,2,0.9933569431304932
GSM331345,1,2,0.9942029118537903
GSM331346,1,2,0.9927386045455933
GSM331347,1,2,0.9955758452415466
GSM331348,1,2,0.990293025970459
GSM331349,1,2,0.9926254749298096
GSM331350,1,2,0.99577397108078
GSM331351,1,2,0.9980731010437012
GSM331352,1,2,0.9940778017044067
GSM331353,1,2,0.9918962717056274
GSM331354,1,2,0.9938815236091614
GSM331355,1,2,0.9940786957740784
GSM331356,1,2,0.9945968389511108
GSM331357,1,2,0.9932583570480347
GSM331358,1,2,0.9952502250671387
GSM331359,1,2,0.9934570789337158
GSM331360,1,2,0.9955915808677673
GSM331361,1,2,0.9956152439117432
GSM331362,1,2,0.9924204349517822
GSM331363,1,2,0.9936259984970093
GSM331364,1,2,0.9927181005477905
GSM331365,1,2,0.9927716851234436
GSM331366,1,2,0.9928705096244812
GSM331367,1,2,0.9931224584579468
GSM331368,1,2,0.9927499294281006
GSM331369,1,2,0.9949219226837158
GSM331370,1,2,0.9938392043113708
GSM331371,1,2,0.9915862679481506
GSM331372,1,2,0.9941532611846924
GSM331373,1,2,0.9934915900230408
GSM331374,1,2,0.9922423958778381
GSM331375,1,2,0.994101881980896
GSM331376,1,2,0.9925988912582397
GSM331377,5,4,0.939807653427124
GSM331378,5,4,0.9308454394340515
GSM331379,5,4,0.9334933757781982
GSM331380,5,4,0.9307467341423035
GSM331381,5,4,0.9339171648025513
GSM331382,5,4,0.9438450336456299
GSM331383,5,4,0.9261987209320068
GSM331384,5,4,0.9288793802261353
GSM331385,5,4,0.9348577260971069
GSM331386,5,4,0.934611976146698
GSM331387,5,4,0.9333208203315735
GSM331388,5,4,0.9327041506767273
GSM331389,5,4,0.9298449158668518
GSM331390,5,4,0.9323626756668091
GSM331391,5,4,0.930464506149292
GSM331392,5,4,0.9398545622825623
GSM331393,5,4,0.9352741241455078
GSM331394,5,4,0.9321709275245667
GSM331395,5,4,0.9332970380783081
GSM331396,5,4,0.9346173405647278
GSM331397,5,4,0.9320705533027649
GSM331398,5,4,0.9292289018630981
GSM331399,5,4,0.9318106174468994
GSM331400,5,4,0.9349891543388367
GSM331401,5,4,0.940281867980957
GSM331402,5,4,0.9396126866340637
GSM331403,5,4,0.932692289352417
GSM331404,5,4,0.9367222189903259
GSM331405,5,4,0.9346621036529541
GSM331406,5,4,0.931062638759613
GSM331407,5,4,0.9293382167816162
GSM331408,5,4,0.9271314740180969
GSM331409,5,4,0.9287365674972534
GSM331410,5,4,0.9365538358688354
GSM331411,5,4,0.9351956844329834
GSM331412,5,4,0.9361299276351929
GSM331413,5,4,0.9375997185707092
GSM331414,5,4,0.9321079850196838
GSM331415,5,4,0.9409604668617249
GSM331416,5,4,0.930084228515625
GSM331417,5,4,0.9315630197525024
GSM331418,5,4,0.9309329986572266
GSM331419,5,4,0.9300698637962341
GSM331420,5,4,0.930245041847229
GSM331421,5,4,0.9327110052108765
GSM331422,5,4,0.9353305101394653
GSM331423,5,4,0.9306471347808838
GSM331424,5,4,0.934699535369873
GSM331425,5,4,0.8895387053489685
GSM331426,5,4,0.9413282871246338
GSM331427,5,4,0.9366471171379089
GSM331428,5,4,0.9482534527778625
GSM331429,5,4,0.9340860843658447
GSM331430,5,4,0.9343656897544861
GSM331431,5,4,0.933732271194458
GSM331432,5,4,0.9380916357040405
GSM331433,5,4,0.9290986657142639
GSM331434,5,4,0.9311283230781555
GSM331435,5,4,0.9344185590744019
GSM331436,3,3,0.9613627195358276
GSM331437,5,4,0.9396997690200806
GSM331438,5,4,0.9353839159011841
GSM331439,5,4,0.933413565158844
GSM331440,5,4,0.9297761917114258
GSM331441,5,4,0.9292424321174622
GSM331442,5,4,0.9441109299659729
GSM331443,5,4,0.9341132640838623
GSM331444,5,4,0.9340404868125916
GSM331445,5,1,0.9340479969978333
GSM331446,5,4,0.9326533675193787
GSM331447,5,4,0.9365420341491699
GSM331448,5,4,0.9326916933059692
GSM331449,5,4,0.9332910776138306
GSM331450,5,4,0.9378226399421692
GSM331451,5,4,0.9350492358207703
GSM331452,5,4,0.9271946549415588
GSM331453,5,4,0.9337177276611328
GSM331454,5,4,0.9285485744476318
GSM331455,5,4,0.9356898665428162
GSM331456,5,4,0.936442494392395
GSM331457,5,4,0.9354986548423767
GSM331458,5,4,0.9322488903999329
GSM331459,5,4,0.9322488903999329
GSM331460,5,4,0.9331334829330444
GSM331461,5,4,0.9313948154449463
GSM331462,5,4,0.9346526265144348
GSM331463,5,4,0.8896030783653259
GSM331464,5,4,0.9307788610458374
GSM331465,5,4,0.9304285645484924
GSM331466,5,4,0.9382876753807068
GSM331467,5,4,0.9384509921073914
GSM331468,5,4,0.9331768155097961
GSM331469,5,4,0.932612955570221
GSM331470,5,4,0.9373709559440613
GSM331471,5,4,0.9332696199417114
GSM331472,5,4,0.9401402473449707
GSM331473,5,4,0.8751711845397949
GSM331474,5,4,0.9433578252792358
GSM331475,5,4,0.9328942894935608
GSM331476,5,4,0.9328872561454773
GSM331477,5,4,0.9379029273986816
GSM331478,5,4,0.9389492869377136
GSM331479,5,4,0.9342494606971741
GSM331480,5,4,0.9390555024147034
GSM331481,5,4,0.9304913878440857
GSM331482,5,4,0.9298459887504578
GSM331483,5,4,0.9341596364974976
GSM331484,5,4,0.8720324635505676
GSM331485,5,4,0.9285486340522766
GSM331486,5,4,0.9351346492767334
GSM331487,5,4,0.9417697787284851
GSM331488,5,4,0.8818036317825317
GSM331489,5,4,0.9350418448448181
GSM331490,5,4,0.9272325038909912
GSM331491,5,4,0.9275649785995483
GSM331492,5,4,0.9322479963302612
GSM331493,5,4,0.9320027232170105
GSM331494,5,4,0.9301122426986694
GSM331495,5,4,0.9392317533493042
GSM331496,5,4,0.9427672624588013
GSM331497,5,4,0.8718164563179016
GSM331498,5,4,0.9312262535095215
GSM331499,5,4,0.8508992791175842
GSM331500,5,4,0.93317049741745
GSM331501,5,4,0.933130145072937
GSM331502,5,4,0.9343475699424744
GSM331503,5,4,0.9356532096862793
GSM331504,5,4,0.9339050650596619
GSM331505,5,4,0.9397905468940735
GSM331506,5,4,0.9424395561218262
GSM331507,5,4,0.9329556822776794
GSM331508,5,4,0.9312329292297363
GSM331509,5,4,0.9344004988670349
GSM331510,5,4,0.9321848750114441
GSM331511,5,4,0.9346736073493958
GSM331512,5,4,0.9346147775650024
GSM331513,5,4,0.938804566860199
GSM331514,5,4,0.9444552659988403
GSM331515,5,4,0.934311032295227
GSM331516,5,4,0.9354541897773743
GSM331517,5,4,0.9336649179458618
GSM331518,5,4,0.9306254982948303
GSM331519,5,4,0.9328075647354126
GSM331520,5,4,0.933821976184845
GSM331521,5,4,0.9398719668388367
GSM331522,5,4,0.9315767884254456
GSM331523,5,4,0.9312262535095215
GSM331524,5,4,0.9428849220275879
GSM331525,5,4,0.9362739324569702
GSM331526,5,4,0.8288987874984741
GSM331527,5,4,0.9388723373413086
GSM331528,5,4,0.9350948333740234
GSM331529,5,4,0.9329777359962463
GSM331530,5,4,0.9363724589347839
GSM331531,5,4,0.9355001449584961
GSM331532,5,4,0.8228947520256042
GSM331533,5,4,0.9354181289672852
GSM331534,5,4,0.9396725296974182
GSM331535,5,4,0.9365594387054443
GSM331536,5,4,0.9397985339164734
GSM331537,5,4,0.9326250553131104
GSM331538,5,4,0.9383110404014587
GSM331539,5,4,0.9383516311645508
GSM331540,5,4,0.9288039207458496
GSM331541,5,4,0.9278549551963806
GSM331542,5,4,0.9331520795822144
GSM331543,5,4,0.9351646900177002
GSM331544,5,4,0.9356898665428162
GSM331545,5,4,0.9307868480682373
GSM331546,5,4,0.9305465817451477
GSM331547,5,4,0.9296030402183533
GSM331548,5,4,0.9365004301071167
GSM331549,5,4,0.9338182806968689
GSM331550,5,4,0.9300491213798523
GSM331551,5,4,0.9383015036582947
GSM331552,5,4,0.9490983486175537
GSM331553,5,4,0.9352314472198486
GSM331554,5,4,0.9328180551528931
GSM331555,5,4,0.9344185590744019
GSM331556,5,4,0.9337390065193176
GSM331557,5,4,0.9341636300086975
GSM331558,5,4,0.8786591291427612
GSM331559,5,4,0.9323102235794067
GSM331560,5,4,0.9331288933753967
GSM331561,5,4,0.9404760599136353
GSM331562,5,4,0.6050747632980347
GSM331563,5,4,0.9410766363143921
GSM331564,5,4,0.880486786365509
GSM331565,5,4,0.9294970035552979
GSM331566,5,4,0.9324935674667358
GSM331567,5,4,0.9344109892845154
GSM331568,5,4,0.9327033758163452
GSM331569,5,4,0.9350418448448181
GSM331570,5,4,0.932959258556366
GSM331571,5,4,0.942557156085968
GSM331572,5,4,0.9326316118240356
GSM331573,5,4,0.9337471127510071
GSM331574,5,4,0.9272478818893433
GSM331575,5,4,0.8861838579177856
GSM331576,5,4,0.93404221534729
GSM331577,5,4,0.9344509840011597
GSM331578,5,4,0.9335183501243591
GSM331579,5,4,0.9318140745162964
GSM331580,5,4,0.9394150376319885
GSM331581,5,4,0.9351001977920532
GSM331582,5,4,0.9326378703117371
GSM331583,5,4,0.9325932860374451
GSM331584,5,4,0.9307427406311035
GSM331585,5,4,0.9355450868606567
GSM331586,5,4,0.9402238130569458
GSM331587,5,4,0.9328065514564514
GSM331588,5,4,0.8840513229370117
GSM331589,5,4,0.9287955164909363
GSM331590,5,4,0.933303952217102
GSM331591,5,4,0.9322234392166138
GSM331592,5,4,0.9311469197273254
GSM331593,5,4,0.9353188276290894
GSM331594,5,4,0.8889555335044861
GSM331595,5,4,0.8870010375976562
GSM331596,5,4,0.9351422190666199
GSM331597,5,4,0.9344168305397034
GSM331598,5,4,0.9331520795822144
GSM331599,5,4,0.9329855442047119
GSM331600,5,4,0.9283207058906555
GSM331601,5,4,0.9392251968383789
GSM331602,5,4,0.9405831694602966
GSM331603,5,4,0.9294785261154175
GSM331604,5,4,0.9313983917236328
GSM331605,5,4,0.9344437122344971
GSM331606,5,4,0.885997474193573
GSM331607,5,4,0.9334232807159424
GSM331608,5,4,0.9345438480377197
GSM331609,5,4,0.9395485520362854
GSM331610,5,4,0.9334232807159424
GSM331611,5,4,0.8975889086723328
GSM331612,5,4,0.9354612231254578
GSM331613,5,4,0.9337653517723083
GSM331614,5,4,0.9347543120384216
GSM331615,5,4,0.8972241878509521
GSM331616,5,4,0.9356851577758789
GSM331617,5,4,0.922987699508667
GSM331618,5,4,0.7267051339149475
GSM331619,5,4,0.9335737824440002
GSM331620,5,4,0.9304727911949158
GSM331621,5,4,0.9288970232009888
GSM331622,5,4,0.9358994364738464
GSM331623,5,4,0.931783139705658
GSM331624,5,4,0.9324935674667358
GSM331625,5,4,0.8727110624313354
GSM331626,5,4,0.9358247518539429
GSM331627,5,4,0.931755781173706
GSM331628,5,4,0.9394916892051697
GSM331629,5,4,0.9299167394638062
GSM331630,5,4,0.9336020350456238
GSM331631,5,4,0.9346821904182434
GSM331632,5,4,0.9340242743492126
GSM331633,5,4,0.9413074851036072
GSM331634,5,4,0.9296342730522156
GSM331635,5,4,0.9356653094291687
GSM331636,5,4,0.9320899844169617
GSM331637,5,4,0.9370694756507874
GSM331638,5,4,0.9305320382118225
GSM331639,5,4,0.9433185458183289
GSM331640,5,4,0.9332985281944275
GSM331641,5,4,0.9355376362800598
GSM331642,5,4,0.8790096044540405
GSM331643,5,4,0.9310153722763062
GSM331644,5,4,0.9338836073875427
GSM331645,5,4,0.8729619383811951
GSM331646,5,4,0.9342809915542603
GSM331647,5,4,0.928165078163147
GSM331648,5,4,0.9372835159301758
GSM331649,5,4,0.932959258556366
GSM331650,5,4,0.9289224147796631
GSM331651,5,4,0.9326735138893127
GSM331652,5,4,0.9376505613327026
GSM331653,5,4,0.93404221534729
GSM331654,5,4,0.9349402189254761
GSM331655,5,4,0.930838406085968
GSM331656,5,4,0.9390283226966858
GSM331657,5,4,0.713196873664856
GSM331658,5,4,0.9412897229194641
GSM331659,5,4,0.9334679245948792
GSM331660,5,4,0.9325932860374451
GSM331661,5,4,0.9327585101127625
GSM331662,5,4,0.9320259690284729
GSM331663,5,4,0.9406296014785767
GSM331664,5,4,0.9319943189620972
GSM331665,5,4,0.9380696415901184
GSM331666,5,4,0.939029335975647
GSM331667,1,2,0.6905031204223633
GSM331668,5,4,0.9330435991287231
GSM331669,5,4,0.9385870099067688
GSM331670,5,4,0.9322785139083862
GSM331671,5,4,0.9347852468490601
GSM331672,5,4,0.9324028491973877
GSM331673,5,4,0.9380759596824646
GSM331674,5,4,0.9343973398208618
GSM331675,5,4,0.9401522874832153
GSM331676,5,4,0.9300147294998169
GSM331677,5,4,0.9279971718788147
GSM331678,5,4,0.9312329292297363
GSM331679,5,4,0.9360713362693787
GSM331680,5,4,0.9296568036079407
GSM331681,5,4,0.9318106174468994
GSM331682,5,4,0.93404221534729
GSM331683,5,4,0.9349353313446045
GSM331684,5,4,0.9310677647590637
GSM331685,5,4,0.932526171207428
GSM331686,5,4,0.9325697422027588
GSM331687,5,4,0.9312829971313477
GSM331688,5,4,0.9315841794013977
GSM331689,5,4,0.9335219860076904
GSM331690,5,4,0.9369301199913025
GSM331691,5,4,0.8844217658042908
GSM331692,5,4,0.9365332722663879
GSM331693,5,4,0.9339869022369385
GSM331694,5,4,0.9298374652862549
GSM331695,5,4,0.9371992349624634
GSM331696,5,4,0.9309917092323303
GSM331697,5,4,0.934311032295227
GSM331698,5,4,0.9311015009880066
GSM331699,5,4,0.9331658482551575
GSM331700,5,4,0.9352845549583435
GSM331701,5,4,0.9341648817062378
GSM331702,5,4,0.944581151008606
GSM331703,5,4,0.9334232807159424
GSM331704,5,4,0.9303765892982483
GSM331705,5,4,0.9354987144470215
GSM331706,5,4,0.9342322945594788
GSM331707,5,4,0.9294381141662598
GSM331708,5,4,0.9397376179695129
GSM331709,5,4,0.9305320382118225
GSM331710,5,4,0.935773491859436
GSM331711,5,4,0.942090630531311
GSM331712,5,4,0.931458055973053
GSM331713,5,4,0.9328012466430664
GSM331714,5,4,0.9388944506645203
GSM331715,5,4,0.938825786113739
GSM331716,5,4,0.9350109100341797
GSM331717,5,4,0.9268661737442017
GSM331718,5,4,0.9339869022369385
GSM331719,5,4,0.9403165578842163
GSM331720,5,4,0.9325323700904846
GSM331721,5,4,0.9318222403526306
GSM331722,5,4,0.9286713600158691
GSM331723,5,4,0.930753767490387
GSM331724,5,4,0.931594967842102
GSM331725,5,4,0.9341825842857361
GSM331726,5,4,0.9323523640632629
GSM331727,5,4,0.9358895421028137
GSM331728,5,4,0.9276096820831299
GSM331729,5,4,0.9338598251342773
GSM331730,5,4,0.9385546445846558
GSM331731,5,4,0.9358526468276978
GSM331732,5,4,0.9340860843658447
