sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,hclust_cluster,kmeans_cluster,cluster_consensus
GSM329446,-30.873257779403556,26.444760392464644,-31.527964608894205,-0.4896087769006317,3.737479181759706,-5.327722292542154,1.0432552241549546,-0.9157573125168252,23.50053841464831,8.888808201674568,3,3,0.9644805192947388
GSM329447,-1.3162187004069916,16.917647959692168,13.560960693493277,-8.64502831114273,8.543853998191425,-8.693518933575909,-4.789326830475143,-15.900560497455942,12.955211293352304,-1.7263243805772712,3,3,0.8581427335739136
GSM329448,-8.418213123718855,35.11699822936795,-3.2665120388765927,-11.963625546843296,2.8908262972908285,-15.456515166966897,-4.481956428305133,-14.427801678506828,18.849151610778552,-6.7521099454222115,3,3,0.9620530605316162
GSM329449,-3.3256705134191624,21.331045196902007,7.098664540105405,-2.452930528638797,4.17180521296227,-22.258558531063095,9.135266928110784,-15.140993007448595,14.412367977468696,-10.339844811475196,3,3,0.9597671031951904
GSM329450,-5.509174171143113,21.83330647174944,19.173197719532496,-14.824988097418622,14.510793153665075,-18.44759921878827,2.2285048591450227,-15.061610985785004,15.51346359155217,-4.842400326241258,3,3,0.9664152264595032
GSM329451,-12.255526226318922,38.871071111178544,-14.966557071064054,-7.443578448112435,7.749692599063283,-2.2682019337887276,-10.526320091857785,-5.790997031594451,25.324082860969774,-12.435933383810696,3,3,0.9650726914405824
GSM329452,-4.859422403622345,35.872021337677474,-19.792276458089248,0.7366497993380842,5.321299258631792,-18.242764552946394,-5.03379218634167,-2.205407679944912,25.530568430770348,17.27542389896687,3,3,0.96796852350235
GSM329453,-5.120718329723169,28.481449057942445,22.49904635503502,-17.91087646005275,7.561710719989513,-17.02361240955458,-2.5010401125349575,-12.9779841291696,15.938782044520233,-2.266831997726472,3,3,0.963427186012268
GSM329454,-5.717923814312391,29.163716721700464,2.256663033967452,-11.061181018548982,2.8778693186060234,-21.551361096485348,-4.44520934508362,-21.706735189188056,17.640247921005777,-9.184851587033773,3,3,0.961598813533783
GSM329455,1.588404695729313,29.363924857162925,3.8857157197319365,-3.129469463011695,3.0063202048590516,-12.760098011815115,-7.631265130350577,-23.751106825474587,14.230931105627114,-11.627967557615104,3,3,0.9609057903289796
GSM329456,-18.125773285442868,22.665262466048002,9.717897194830599,-13.992410798991058,14.010692130910314,-8.531240022038308,2.793371723718326,-7.239869020474385,13.900699949197627,-7.521311883659565,3,3,0.9621209502220154
GSM329457,-23.74537329198563,18.425387990634896,7.803527551097391,6.095621867310168,-6.528749810662002,-20.812809517554896,2.6230951521612313,-22.410395935561382,20.675932379704363,-4.2937867240781316,3,3,0.9636785984039308
GSM329458,-7.112750911640772,24.85204510885746,13.358410764636817,-12.289358034044623,12.660174750189501,-12.26682478141497,-7.237140230537057,-25.537704758402324,16.619743337753512,-7.07026980477404,3,3,0.9626945853233336
GSM329459,-1.3769597035496888,13.68946368675652,-18.915905923245703,8.324937541879429,10.596621673634148,-0.291909131965954,17.46118944762228,-10.505169702223167,13.511483415003758,-15.949113959436861,3,3,0.6993383765220642
GSM329460,-17.800032435744143,43.33994337823492,-10.593063721851351,-13.10850627435712,11.228077885608458,-18.08706949058958,-1.284870335210486,-8.118570957724435,19.65886279207461,4.154150552269964,3,3,0.9633238911628724
